PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
04kh5,r2qkb1r/pp1n1ppp/2p2n2/4P3/2B3b1/4PN2/PP3PPP/RNBQ1RK1 b kq - 0 8,d7e5 d1d8 a8d8 f3e5,1696,74,82,297,crushing intermezzo opening short,https://lichess.org/Z5lCeAjT/black#16,Slav_Defense Slav_Defense_Quiet_Variation
04kmf,8/8/8/5p2/4pKp1/7k/4N3/8 w - - 10 60,e2g1 h3g2 g1e2 g2f2 e2c3 g4g3,1721,75,86,133,crushing defensiveMove endgame knightEndgame long,https://lichess.org/PSvImCq3#119,
04l5y,8/3r4/8/1N5K/2npk3/7P/6P1/R7 w - - 0 46,g2g4 d7d5 g4g5 d5b5,1605,80,83,51,advantage endgame fork short,https://lichess.org/HGyLzTis#91,
04lGh,r5k1/1pp2pp1/1p2r2p/6q1/1P6/P2P1Q1P/2P2PP1/R2K3R w - - 3 21,h1e1 e6e1 d1e1 g5e5,1690,77,91,2046,attraction crushing endgame short,https://lichess.org/nOzShUfp#41,
04lM8,2k3r1/p2p1p2/1pp5/4b2r/2P5/2N2QBq/PP3P1P/R5KR w - - 5 26,f3f7 g8g3 f2g3 e5d4,1674,75,90,151,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/07xz7dbd#51,
04lNF,2r3k1/5p2/8/3PNQ1p/3P4/b1p4P/5PPK/q7 b - - 1 41,c8c7 f5g5 g8h7 g5h5 h7g8 h5g5,1714,74,82,191,crushing endgame long master masterVsMaster,https://lichess.org/FXVHoo4U/black#82,
04lRE,2rq1rk1/pb4b1/1p4Q1/3p2N1/3P4/2N5/PP3P2/1K5R b - - 2 23,f8f6 h1h8 g8h8 g6h7,1626,77,77,69,attraction master mate mateIn2 middlegame pin sacrifice short,https://lichess.org/LVAJ3xLd/black#46,
04lT6,r4rk1/p1p1b1pp/8/4p3/Q1bq4/6N1/PPP2PPP/R1B2RK1 b - - 10 16,f8f2 f1f2 d4d1 g3f1,1750,78,93,10116,crushing middlegame short,https://lichess.org/aRUvcg7h/black#32,Italian_Game Italian_Game_Scotch_Gambit_Declined
04lUr,3r4/p4knp/4p3/4B1P1/qp2PP2/1p6/P3Q3/K6R w - - 0 30,h1h7 d8d1 e2d1 a4a2,1675,75,86,219,deflection endgame mate mateIn2 sacrifice short,https://lichess.org/QGSiNym8#59,
04lmy,R1b1r1k1/2Bq1pp1/2Qp3p/3n4/8/5N1P/1P3PP1/6K1 w - - 0 25,c6d6 d5c7 d6d7 c8d7,1781,75,87,1210,advantage master masterVsMaster middlegame short,https://lichess.org/yCQYprl9#49,
04mRD,6k1/Qppb2p1/6p1/6B1/4PR2/6q1/P1P5/6K1 w - - 2 27,g1f1 d7b5 c2c4 b5c4,1632,76,97,5685,balestraMate endgame mate mateIn2 short,https://lichess.org/9Ks2OWkX#53,
04mVa,r4rk1/pp1nppbp/6p1/q2P4/6b1/1BN1BN2/PP3P2/2RQ1RK1 w - - 0 18,g1g2 d7e5 f3e5 g4d1,1675,77,93,382,advantage middlegame short,https://lichess.org/9sjH2kpm#35,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
04mxa,8/8/4pp1R/5p1P/4kP2/6PK/1r6/8 b - - 1 48,e4f3 h6f6 b2g2 f6g6,1607,75,84,188,crushing endgame rookEndgame short,https://lichess.org/jrht6yiJ/black#96,
04nDo,2r1r1k1/2q2pb1/p3p1p1/1p6/4N1P1/5P2/PPPQ3R/2K4R b - - 2 23,e8d8 h2h8 g7h8 h1h8 g8h8 d2h6 h8g8 e4f6,1756,77,94,4325,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/PwAPprkK/black#46,
04o7x,3q1rk1/B3bppp/3p4/6r1/6Q1/1P6/P4PPP/3R1RK1 w - - 1 21,g4e2 d8a8 g2g3 a8a7,1677,76,93,2339,advantage middlegame short,https://lichess.org/bY1eYOlO#41,
04oUz,r2q1rk1/p1p3pp/2pb4/3p3Q/7p/1P2Pn2/PBPNKP2/R6R b - - 1 18,d8d7 d2f3 d7f5 h5f5,1759,74,86,1727,crushing middlegame short,https://lichess.org/N8wGKTYV/black#36,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
04oVC,r2r1bk1/5ppp/p7/8/3Bq3/4p1P1/P1N2P1P/1R1Q1R1K w - - 0 31,h1g1 e3e2 d1e2 e4e2,1628,107,47,30,advancedPawn crushing fork middlegame short,https://lichess.org/FWOGLWND#61,
04oZl,8/8/1PR4b/5k2/2p1pr2/8/2P1KP2/8 b - - 0 43,h6g7 b6b7 g7e5 c6c5 f5g6 c5e5,1716,75,93,5231,advancedPawn crushing endgame long,https://lichess.org/XkvLQ8sI/black#86,
04otz,8/Q2R2pk/7p/4pPq1/4n3/8/P3n1PP/5R1K w - - 3 28,d7d1 e4g3 h2g3 g5h5,1633,74,86,308,endgame mate mateIn2 sacrifice short,https://lichess.org/pTRWb5su#55,
04oyz,3rk3/1p2pp2/p3br2/4p3/N3q3/2P2BP1/P7/R1Q3KR b - - 0 26,f6f3 h1h8 e8d7 a4c5 d7c7 c5e4,1640,75,98,954,advantage fork long middlegame,https://lichess.org/e7ibSNLX/black#52,
04poq,3k3r/1pq3pp/p4p2/2bQp3/2P5/8/PBP2PPP/4R1K1 b - - 1 20,d8e7 b2e5 f6e5 e1e5,1650,78,94,13408,crushing endgame short,https://lichess.org/ooQUwRZI/black#40,
04ppJ,6k1/1r2b1pp/4p3/pq2p2P/4P1P1/2pRB3/PP2QP2/6K1 w - - 1 27,b2b3 b7d7 d3d7 b5e2,1692,75,91,2580,advantage endgame short,https://lichess.org/LVurnURS#53,
04qEN,8/8/B2p1K2/p1bPp3/1p2P3/1P1Pk3/8/8 w - - 4 61,f6e6 a5a4 b3a4 b4b3 a6c4 b3b2 c4a2 e3d3,1601,77,93,428,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/icTOjHKE#121,
04qzg,1k1r3b/pp3N2/1np5/5p2/1B1Ppq2/8/PPQ5/1K1R4 b - - 3 26,d8d4 d1d4 h8d4 b4d6 f4d6 f7d6,1649,77,94,4536,advantage fork long middlegame,https://lichess.org/c0iXFw57/black#52,
04rB1,8/1r6/N7/1B2k2p/1KP2pp1/8/6PP/8 w - - 0 44,c4c5 f4f3 c5c6 b7b5 b4b5 f3f2 b5b6 f2f1q,1775,180,100,25,advancedPawn crushing endgame promotion sacrifice veryLong,https://lichess.org/J1AoUtMX#87,
04sEr,r3kb1r/p2b2p1/2p1pp2/q3P1N1/Pn1PB2p/1Q5P/1P2NPP1/R4RK1 w kq - 0 20,e5f6 a5g5 f6g7 g5g7,1788,75,94,12806,advantage hangingPiece middlegame short,https://lichess.org/BvoVH1oz#39,
04sHv,r3r3/3kp2p/p1p1R1p1/3p4/N2b4/6P1/PP3PP1/4R1K1 b - - 4 22,d4f6 a4b6 d7c7 b6a8,1660,78,91,1799,advantage endgame fork short,https://lichess.org/HpUhWXhY/black#44,
04sgC,6k1/3R4/3p4/3P1ppp/1P6/4PpP1/6r1/5K2 b - - 3 40,g2g3 b4b5 g3h3 b5b6,1799,89,62,27,advantage endgame quietMove rookEndgame short,https://lichess.org/PvhAwirb/black#80,
04t9W,3qrrk1/1B1n1p1p/pn1P2p1/2p1b3/8/2N1B2P/PPQ3P1/R4RK1 w - - 0 22,b7a6 e5c3 c2c3 b6d5 c3d2 d5e3,1777,75,96,11947,advantage long middlegame,https://lichess.org/n9Maf13D#43,
04tM3,rqr3k1/3n1ppp/N7/2R1Q3/3P4/P7/1P3PPP/4R1K1 b - - 8 27,b8e5 c5c8 a8c8 d4e5,1670,75,94,492,advantage intermezzo middlegame short,https://lichess.org/R5Wzo2Iw/black#54,
04tW5,3r4/ppq2k2/4Rbp1/3P1p2/P4Pn1/B1P3P1/4Q1B1/6K1 w - - 1 28,c3c4 f6d4 g1f1 g4h2 f1e1 c7a5 e1d1 a5a4 e2c2 a4a3,1743,75,96,1366,advantage exposedKing fork middlegame veryLong,https://lichess.org/cGR070iT#55,
04tmj,r2nr1k1/pp1b1pbp/1q1B2p1/1P6/2P5/P4N2/4BPPP/R2Q1RK1 w - - 3 18,a3a4 g7a1 c4c5 b6a5 d1a1 e8e2,1794,76,89,422,advantage long middlegame,https://lichess.org/KZxFqV3d#35,Scandinavian_Defense Scandinavian_Defense_Kiel_Variation
04uOg,3r4/1p4pk/p4npp/2b1q3/8/1Q1B2PP/PP3P2/3R1RK1 w - - 1 30,b3b7 e5g3 b7g2 d8d3 g2g3 d3g3,1659,75,88,265,advantage long middlegame pin,https://lichess.org/63KP4Bf0#59,
04uxm,2k5/5p2/Q1P2p2/4p3/7p/P6P/6PK/3r1r2 b - - 4 37,c8c7 a6b7 c7d6 b7d7 d6c5 d7d1 f1d1 c6c7 d1d6 c7c8q,1793,82,93,9721,advancedPawn crushing endgame exposedKing promotion queenRookEndgame sacrifice veryLong,https://lichess.org/HzZ5XjzK/black#74,
04vl4,r2q1rk1/pp5p/2pp1ppb/n3p3/1PbP4/2PB1N1P/P1Q2PP1/RN2K2R w KQ - 0 16,b4a5 c4d3 c2d3 e5e4 d3e4 f8e8,1652,75,94,8674,advantage long middlegame pin,https://lichess.org/orOBmlxZ#31,Modern_Defense Modern_Defense_Other_variations
04vot,2rk1bnr/Q1q1pppp/1n6/8/2BP4/4PP2/3N1P1P/R1B1K2R w KQ - 1 14,c4f7 c7a7 a1a7 c8c1 e1e2 c1h1,1679,77,96,23027,advantage discoveredAttack long opening skewer,https://lichess.org/BUmhzqOO#27,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation
04vr5,rn1qk2r/5ppp/b1pbp3/p7/2pPB3/5N2/PP3PPP/R1BQR1K1 b kq - 0 12,e8g8 e4h7 g8h7 f3g5 d8g5 c1g5,1656,75,88,154,attraction crushing kingsideAttack long opening sacrifice,https://lichess.org/xZO17Dp9/black#24,Slav_Defense Slav_Defense_Quiet_Variation
04vyh,4r1k1/2p2ppp/1pnp1n2/p7/2PP2q1/PPN3P1/1B1Q1PKP/5R2 w - - 0 19,c3b5 e8e2 d2d3 e2b2,1701,76,85,383,crushing middlegame short skewer,https://lichess.org/8abbkjrN#37,English_Opening English_Opening_Carls-Bremen_System
04wCR,2rq2k1/5pp1/1p2p2p/1B1pP3/P2Pn1P1/4P2P/3Q2K1/2R5 w - - 3 32,d2d1 c8c1 d1c1 d8h4 c1c8 g8h7,1691,74,93,311,crushing endgame long,https://lichess.org/64wZylXR#63,
04wPb,4rr2/p1pk2p1/1b6/3QP1qp/3P2n1/2P5/PP2N1PP/R4R1K b - - 2 23,d7c8 f1f8 e8f8 d5a8 c8d7 a8f8,1704,75,77,75,advantage long middlegame skewer,https://lichess.org/MAd2i1BP/black#46,
04wbj,2r1k3/1Q1bqp2/p3p2p/Pp6/8/1BPR2P1/2P2rP1/2K4R w - - 0 28,h1h6 e7a3 c1b1 f2f1 d3d1 f1d1,1651,76,89,300,long mate mateIn3 middlegame queensideAttack,https://lichess.org/cRkWGffB#55,
04x7K,6k1/4pR2/p2p4/5PN1/1p2bB2/1Pq2BK1/P7/8 w - - 0 33,f7e7 c3e1 g3g4 e4f3 g4f3 e1e7,1698,76,77,64,advantage discoveredAttack endgame exposedKing long master,https://lichess.org/jvtjEHPP#65,
04xE4,4r1k1/1p3pp1/pN1p3p/5P2/6P1/P2b3P/qPP3Q1/2KR4 w - - 0 24,d1d3 a2a1 c1d2 a1e1,1652,75,86,142,endgame mate mateIn2 queensideAttack short,https://lichess.org/XfD3yYYd#47,
04xS6,6k1/3q3p/1P4p1/7r/5r2/6QP/P4P1K/1R4R1 w - - 0 33,b1d1 f4f2 g1g2 f2g2 h2g2 d7d1,1692,75,96,2402,crushing endgame long,https://lichess.org/qe6JZUaA#65,
04y3p,r1b3Bk/1pp1q2P/5p2/4p3/p3Pn2/2P2P2/PP5R/2K3Q1 b - - 2 33,b7b6 g8d5 c8e6 d5a8,1760,74,97,985,advantage middlegame short,https://lichess.org/7AqGX7wr/black#66,
04z2u,r4rk1/pp3ppp/2bq4/8/2QP4/1B2pPP1/PP2Nn1P/RN3RK1 w - - 1 19,c4c3 c6f3 f1f2 e3f2 g1f2 f3e2,1658,76,85,1352,advancedPawn advantage kingsideAttack long middlegame,https://lichess.org/Lofrn2yK#37,Bishops_Opening Bishops_Opening_Philidor_Counterattack
04zj0,r4rk1/p6p/2qb1pb1/2pp4/2N5/1P2PQ2/P1P2PPP/2KR3R b - - 7 17,g6e4 f3g4 e4g6 g4e6 g6f7 e6d6,1742,98,90,38,advantage kingsideAttack long middlegame,https://lichess.org/DZlxzGXx/black#34,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
050Ll,8/8/3K1Np1/5pP1/5k1P/1p6/1P6/3b4 b - - 6 49,f4g3 h4h5 d1h5 f6h5 g3g4 h5f6,1694,91,88,51,crushing endgame long,https://lichess.org/qzOzNFL5/black#98,
051WE,3r2k1/1p4p1/p1p1p2p/P1P1N3/5r1q/3Q4/1B3PPP/5RK1 w - - 6 30,d3c3 h4f2 f1f2 d8d1 c3e1 d1e1 f2f1 e1f1,1688,75,96,3021,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/gflV7YkY#59,
051YJ,7k/pp2q1p1/1n2p1Bp/1b3pN1/1n1P3P/8/PP1K1PP1/1Q5R b - - 0 24,h6g5 h4g5 h8g8 h1h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1600,74,95,25369,attraction discoveredAttack discoveredCheck kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/BLp2HacV/black#48,
051eO,4R3/7k/1p6/3BP1pp/5r2/6KP/6P1/6b1 w - - 2 47,h3h4 g1f2 g3h3 f4h4,1607,78,93,272,endgame master mate mateIn2 operaMate short,https://lichess.org/URz2lqGY#93,
051hh,6r1/pp1k2p1/2p2p1p/P2n1P2/N2Q4/1P6/2q3PP/4R2K b - - 3 31,a7a6 a4b6 d7c7 b6d5,1764,90,48,27,crushing endgame short,https://lichess.org/g7fAe8O2/black#62,
051sj,1Q4R1/p4p1p/2p3pk/3p1q2/P2b4/8/5PPP/5K2 w - - 7 32,b8g3 f5b1 f1e2 b1c2,1615,77,67,58,crushing endgame short,https://lichess.org/3MTByPyh#63,
051tR,3b2k1/pp1r1pq1/6p1/1Q4N1/7P/8/P1P3P1/5R1K b - - 2 25,d7c7 b5e8 g7f8 e8f8 g8f8 g5e6,1676,74,80,181,advantage attraction endgame fork long pin,https://lichess.org/dsceA99W/black#50,
052aq,r7/2k3p1/1np1p2p/1p2p3/1P2P3/1R2N2P/1K1R1PP1/r1N5 w - - 7 32,c1d3 a8a2 b2c3 b6a4,1620,77,98,6722,master mate mateIn2 middlegame short,https://lichess.org/LtenGgBI#63,
052rZ,1k3r2/pp1r4/6pp/3PN3/2P3PP/5R2/P2n4/5RK1 b - - 4 33,f8f3 e5d7 b8c7 f1f3 d2f3 g1f2,1640,79,94,313,advantage endgame hangingPiece intermezzo long,https://lichess.org/jDIxEBcd/black#66,
053Un,2b1Q3/6kr/p7/3p4/2pP1q2/1P6/P4PP1/R1R2K2 w - - 2 32,e8c8 h7h1 f1e2 f4e4 e2d2 e4d3,1650,77,96,14604,endgame long mate mateIn3,https://lichess.org/lpsJkIhe#63,
054Lp,r3r1k1/2p2pp1/4qB1p/ppb1P3/2p1R3/P4Q1P/1P4P1/4R2K b - - 1 24,g7f6 e5f6 e6e4 e1e4 e8e4 f3e4,1769,74,94,2517,advantage long middlegame,https://lichess.org/fYNGbgFd/black#48,
054WZ,rnbr2k1/pp3pbp/2p3p1/4N3/2P1n3/2N1P2P/PP2BPP1/R1B2RK1 w - - 1 12,e5f7 e4c3 f7d8 c3e2,1723,75,93,2056,advantage opening short,https://lichess.org/AXSsEWrC#23,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
054ce,3r2k1/pp3pp1/4p2p/3rP3/1q1P2R1/6Q1/PP4PP/3R2K1 b - - 2 25,g7g6 g4g6 f7g6 g3g6 g8h8 g6h6,1609,75,86,244,advantage endgame kingsideAttack long sacrifice,https://lichess.org/VMOePcwj/black#50,
0550Q,3r2k1/ppqr1ppp/4pbn1/2p5/2PPR1QP/2B3P1/PPB2P2/4R1K1 w - - 0 23,d4c5 f6c3 b2c3 f7f5 g4h5 f5e4,1659,75,86,90,crushing fork long master middlegame,https://lichess.org/xW8W3YnR#45,
0552M,8/8/p7/P4p2/3Kp1kp/4P3/5PP1/8 b - - 1 40,h4h3 g2h3 g4h3 d4e5 h3g4 e5f6 f5f4 f6e5 f4e3 f2e3,1747,74,88,1309,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/r4Qvs5i4/black#80,
055lF,4rrk1/1p1n2p1/p2p2p1/3P1q2/1PP1p3/5N1P/P2Q1PP1/R3R1K1 w - - 0 21,f3g5 e4e3 e1e3 f5g5,1619,73,97,27784,advantage interference middlegame short,https://lichess.org/cmTYzD47#41,
0562B,1qr3k1/5pbp/b5p1/1NP1p3/P1Q5/7P/5PP1/3R2K1 b - - 0 30,g7f8 d1d7 f8e7 d7e7,1611,79,14,64,crushing middlegame short,https://lichess.org/Koca01FC/black#60,
056fq,r2q1rk1/pb1nbpp1/1p2p3/3pP2Q/2p2B1P/2P1PN2/PP3PP1/R3K2R b KQ - 3 15,d8e8 f3g5 e7g5 h4g5,1660,74,91,900,crushing middlegame short,https://lichess.org/zDZPWbmd/black#30,Indian_Defense Indian_Defense_London_System
0581A,5bk1/3p2pp/p1n1p1P1/1q1pP3/3P4/PrB2N2/1P1Q1P2/2R3K1 b - - 0 31,h7h6 d2f4 b5b8 f4f7,1711,332,33,6,crushing middlegame short,https://lichess.org/UeYLag25/black#62,
0583a,8/8/1pk1p2p/5p2/1pKP1P1P/1P6/8/8 w - - 0 44,c4b4 c6d5 b4c3 d5e4,1787,78,78,60,crushing endgame pawnEndgame short,https://lichess.org/DzEIJKv0#87,
058MB,1rR3k1/pQ1b2pp/1p3n2/q3N3/3P4/P7/1B3PPP/6K1 b - - 0 27,d7c8 b7f7 g8h8 f7f8 f6g8 e5f7,1645,83,91,5162,long mate mateIn3 middlegame smotheredMate,https://lichess.org/pOAY9AKF/black#54,
05A3l,r1r5/1b1k1ppp/p3p3/1pQnn3/2p1P3/8/PP3PPP/2KR1B1R w - - 0 20,c5b6 e5d3 c1b1 d5b6,1680,75,89,823,crushing middlegame short,https://lichess.org/NgkAodlB#39,
05BC4,rn4k1/ppb3p1/5p2/3q4/1P1p4/PP1P1N1P/5QP1/R1B3K1 w - - 2 25,f2d4 c7b6 d4b6 a7b6,1682,74,97,4592,advantage middlegame pin short,https://lichess.org/r3jOYsmO#49,
05BNf,8/6pp/1P1k4/4pp2/2K5/5P2/6PP/8 b - - 0 40,e5e4 f3e4 f5e4 c4d4 e4e3 d4e3,1673,199,85,4,crushing endgame long pawnEndgame,https://lichess.org/7HneE1Uw/black#80,
05Bk8,3q2rk/p7/2pP3b/5Q2/4N2P/8/PPP3P1/4R2K w - - 1 26,d6d7 d8h4 h1g1 h4e1 g1h2 e1h4,1665,75,89,2001,crushing endgame fork long,https://lichess.org/nZyUMQiO#51,
05Bkb,8/8/8/8/5R2/2p5/Pk4P1/3n2K1 w - - 1 49,a2a4 c3c2 f4b4 b2c3,1741,75,87,182,advancedPawn crushing defensiveMove endgame short,https://lichess.org/QHiC9oI4#97,
05C84,8/6pp/8/2p5/2Pkp1PP/1P1r4/4KP2/1R6 w - - 0 43,b1d1 d3d1 e2d1 d4c3 d1e2 c3b3,1603,76,88,192,crushing endgame long rookEndgame,https://lichess.org/lHZyDXSA#85,
05D3Q,3r2k1/1b3p2/pp4p1/2p5/8/1PP3NP/2PrRKP1/4R3 w - - 4 31,g3e4 b7e4 e2d2 d8d2,1649,113,86,13,crushing endgame pin short,https://lichess.org/1qPmSOPs#61,
05DkG,2rr2k1/1b3pp1/p1q1p2p/1p2P3/5P2/P2BQ3/1P3RPP/3R3K w - - 3 22,f2c2 d8d3 e3d3 c6c2 d3c2 c8c2,1782,76,80,104,crushing long middlegame,https://lichess.org/Bcdjj0Vi#43,
05Dxp,r1b4N/ppk4p/1n2p3/q2pPn2/3P2Q1/2Pp4/PP1K1PPP/R5NR w - - 3 16,d2d3 a5b5 d3c2 b6c4,1658,75,85,1117,crushing middlegame short,https://lichess.org/U0ZvoNZP#31,French_Defense French_Defense_Winawer_Variation
05Eg7,r7/p2n1Q2/bppN2pk/4Ppqr/2PP4/3B1K2/P4P2/R4R2 b - - 4 27,a8f8 f7f8 d7f8 d6f7 h6g7 f7g5,1751,76,82,288,advantage fork long middlegame sacrifice,https://lichess.org/ddtxA6UO/black#54,
05FAF,8/6R1/r3p1pP/3k4/3p4/8/5P1K/8 b - - 2 49,d4d3 h6h7 a6a8 g7g8,1706,75,96,1855,advancedPawn crushing endgame rookEndgame short,https://lichess.org/VrSaDNW7/black#98,
05FEk,6Q1/2N5/2kp4/4n3/2P4p/4P2P/Pr5K/5B2 w - - 1 35,f1g2 e5f3 h2h1 b2b1 g2f1 b1f1 h1g2 f1g1 g2f3 g1g8,1659,77,94,996,advantage endgame pin skewer veryLong,https://lichess.org/jW7j7cgC#69,
05GCA,8/p3r2p/3k4/R4b2/8/P1P1K1P1/1P5P/8 w - - 3 36,e3d4 e7e4 d4d3 e4e5,1764,76,92,1759,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/NAXPWwrJ#71,
05HEu,8/8/8/Rp2k2P/1P2p1p1/6P1/5K2/7r b - - 6 47,h1h2 f2e3 h2h3 a5b5,1777,76,89,129,advantage defensiveMove endgame rookEndgame short,https://lichess.org/gKoFYQrs/black#94,
05Hzy,r1b2rk1/1p3ppp/p7/2p1q1P1/2Qp4/N7/PP4PP/4RRK1 b - - 1 18,e5g5 c4f7 f8f7 e1e8 f7f8 f1f8,1662,76,96,1949,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/OkQVO6VS/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
05I4m,r3kb1r/pp2p2p/2pqNnp1/3n4/2BP4/5Q2/PPP2PPP/R1B1K2R w KQkq - 1 12,e6f4 d6b4 c2c3 b4c4,1638,74,33,425,advantage fork opening short,https://lichess.org/ejSBsJsu#23,Caro-Kann_Defense Caro-Kann_Defense_Main_Line
05IZ5,5rk1/r5p1/3p1p1Q/p1p1qP1P/bp2P3/3B2R1/2P3P1/1R5K b - - 0 29,a4e8 d3c4 d6d5 c4d5,1733,75,92,2218,crushing middlegame pin short,https://lichess.org/rBCYAZg3/black#58,
05JKA,8/3NpQ1p/3p2p1/3P4/1p2qn1k/1P6/5PP1/5K2 w - - 0 38,f7h7 h4g5 h7e7 e4e7,1785,75,92,399,crushing defensiveMove endgame short,https://lichess.org/P2IcicUT#75,
05JMW,2bnNb1r/r4ppp/p3p2k/1p2N3/1B4PP/8/PP3P2/2KR3R b - - 2 20,f8b4 g4g5 h6h5 e8g7,1741,76,96,4852,deflection mate mateIn2 middlegame short,https://lichess.org/q79LzrAQ/black#40,
05KCZ,8/ppp3p1/3k1p1p/4nP2/5KP1/1BP4P/P7/8 b - - 0 30,g7g5 f5g6 e5g6 f4f5 g6e7 f5f6,1658,75,93,433,advantage enPassant endgame long,https://lichess.org/4SNJq7Ag/black#60,
05Kk4,1k1r3r/pp1nbpp1/2p1pn1p/q4b2/3P4/1BP1BN1P/PP2QPP1/1NKR3R w - - 1 16,b1d2 a5c3 b2c3 e7a3,1788,78,95,6166,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/4haYPkvo#31,Caro-Kann_Defense Caro-Kann_Defense_Main_Line
05L0K,r1bq1k1r/pppp3p/2n3p1/6NB/3P4/1Q6/P4PPP/b1B2RK1 b - - 1 13,d7d5 b3f3 c8f5 g5e6 f8g8 e6d8,1775,75,88,158,crushing exposedKing long middlegame pin,https://lichess.org/6iRdTz93/black#26,Italian_Game Italian_Game_Classical_Variation
05L2B,r2q1rk1/ppp2p2/2bb1n1Q/8/8/2N2N2/PPP2PPP/2KR3R b - - 0 14,c6f3 g2f3 d6f4 h6f4,1680,76,91,493,crushing master middlegame short,https://lichess.org/9Mo6Sn37/black#28,Philidor_Defense Philidor_Defense_Exchange_Variation
05LLQ,r3k2r/4ppbp/2Pp2p1/1B2n3/1p6/1P3P2/1BPQ2PP/q1KR3R w kq - 3 20,b2a1 a8a1 c1b2 e5c4,1662,96,86,79,discoveredCheck doubleCheck master mate mateIn2 middlegame queensideAttack short,https://lichess.org/IviXBsvf#39,
05LVO,8/6k1/R7/8/8/P3pr2/1P6/1K6 w - - 0 38,b1c1 f3f1 c1c2 e3e2,1638,75,97,6027,advancedPawn crushing endgame rookEndgame short,https://lichess.org/CyDbr1Hy#75,
05LdW,2n5/p1k2q2/1pPr4/3Pp1p1/P7/3Q4/1P3P2/K1R5 b - - 0 41,f7d5 d3h7 c7d8 c6c7 d8e8 h7h8 e8e7 h8c8,1628,75,92,762,advancedPawn crushing endgame master skewer veryLong,https://lichess.org/QmhkWVxC/black#82,
05LqS,2r2rk1/R4ppp/p3pb2/8/bp2P3/1P2Q1PP/q3NPB1/5R1K w - - 0 20,a7a6 a2b3 a6a4 b3a4,1723,75,72,111,advantage middlegame short,https://lichess.org/GnUSfp6y#39,
05MXW,5k2/pb4bQ/1pr1p1p1/n2pP1q1/8/P3R1PB/1P3P1P/5NK1 b - - 4 26,g5h6 e3f3 f8e7 h7g8,1645,74,90,1305,crushing middlegame short,https://lichess.org/8xowcRS5/black#52,
05NFa,r2Nk2r/2p5/p2p1n2/1pb1p3/3nP1b1/1B1P2p1/PPPQ1PPP/RN3RK1 w kq - 3 15,d2g5 d4e2 g1h1 h8h2,1671,76,97,7025,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/CWpgD7lM#29,Ruy_Lopez Ruy_Lopez_Morphy_Defense
05ODd,8/8/6p1/4K1k1/1R4bp/8/1P6/8 w - - 0 51,b4b5 h4h3 e5e4 g5h4,1622,75,91,206,crushing defensiveMove endgame short,https://lichess.org/kStXJ3BT#101,
05OIA,5n2/p3n2Q/2p2q2/2PpNkNp/3P1P2/8/P4PK1/8 b - - 6 39,f5f4 g5h3,1669,94,58,425,endgame mate mateIn1 oneMove,https://lichess.org/XwZohdyg/black#78,
05PeH,3q4/pp1n1pk1/6p1/3pPp2/3P3p/BP4rP/P1R3P1/2Q3K1 b - - 4 32,d7f8 c2c8 d8c8 c1c8,1784,76,93,4819,crushing endgame master short,https://lichess.org/ZLe2GBhE/black#64,
05PwN,5rk1/p4qpn/1pQ4p/3p4/3bp3/1PN4P/PBP3P1/R6K b - - 0 24,f7f2 c6d5 g8h8 c3e4 d4b2 e4f2,1763,74,81,152,advantage long middlegame,https://lichess.org/zuTJusSV/black#48,
05PzM,6k1/8/2Pq2p1/3P1p2/7p/r4Q1P/8/6RK w - - 6 39,f3g2 a3g3 g2f1 d6d5,1700,74,56,523,crushing endgame short,https://lichess.org/2ZNzS2hi#77,
05QFF,5r1k/4bp1p/pr5B/3nP3/1P6/P3R1RP/5PP1/6K1 b - - 2 30,d5e3 h6g7 h8g8 g7f6 e3g4 g3g4,1715,79,93,5200,discoveredAttack discoveredCheck endgame fork long mate mateIn3 pillsburysMate,https://lichess.org/J785za2N/black#60,
05QfW,8/p7/1p1k1n2/3p1P2/PP1K1N2/8/8/8 b - - 0 48,a7a5 b4b5 f6e4 f4d5,1673,78,94,739,crushing endgame knightEndgame master quietMove short zugzwang,https://lichess.org/4ULKHCBj/black#96,
